Date,variable,value,measure_type,Bedrooms,Source
1996-01-31,z_median_OneBR,125901,median,1,zillow
1996-02-29,z_median_OneBR,125829,median,1,zillow
1996-03-31,z_median_OneBR,126113,median,1,zillow
1996-04-30,z_median_OneBR,126090,median,1,zillow
1996-05-31,z_median_OneBR,124929,median,1,zillow
1996-06-30,z_median_OneBR,124193,median,1,zillow
1996-07-31,z_median_OneBR,123655,median,1,zillow
1996-08-31,z_median_OneBR,123441,median,1,zillow
1996-09-30,z_median_OneBR,123397,median,1,zillow
1996-10-31,z_median_OneBR,123817,median,1,zillow
1996-11-30,z_median_OneBR,124235,median,1,zillow
1996-12-31,z_median_OneBR,123681,median,1,zillow
1997-01-31,z_median_OneBR,122519,median,1,zillow
1997-02-28,z_median_OneBR,123196,median,1,zillow
1997-03-31,z_median_OneBR,123311,median,1,zillow
1997-04-30,z_median_OneBR,123334,median,1,zillow
1997-05-31,z_median_OneBR,123057,median,1,zillow
1997-06-30,z_median_OneBR,123530,median,1,zillow
1997-07-31,z_median_OneBR,123781,median,1,zillow
1997-08-31,z_median_OneBR,124680,median,1,zillow
1997-09-30,z_median_OneBR,126094,median,1,zillow
1997-10-31,z_median_OneBR,127368,median,1,zillow
1997-11-30,z_median_OneBR,126996,median,1,zillow
1997-12-31,z_median_OneBR,127305,median,1,zillow
1998-01-31,z_median_OneBR,128411,median,1,zillow
1998-02-28,z_median_OneBR,129723,median,1,zillow
1998-03-31,z_median_OneBR,129844,median,1,zillow
1998-04-30,z_median_OneBR,130677,median,1,zillow
1998-05-31,z_median_OneBR,131055,median,1,zillow
1998-06-30,z_median_OneBR,131422,median,1,zillow
1998-07-31,z_median_OneBR,131934,median,1,zillow
1998-08-31,z_median_OneBR,132615,median,1,zillow
1998-09-30,z_median_OneBR,133615,median,1,zillow
1998-10-31,z_median_OneBR,135107,median,1,zillow
1998-11-30,z_median_OneBR,136095,median,1,zillow
1998-12-31,z_median_OneBR,136845,median,1,zillow
1999-01-31,z_median_OneBR,137888,median,1,zillow
1999-02-28,z_median_OneBR,137597,median,1,zillow
1999-03-31,z_median_OneBR,138176,median,1,zillow
1999-04-30,z_median_OneBR,140506,median,1,zillow
1999-05-31,z_median_OneBR,141621,median,1,zillow
1999-06-30,z_median_OneBR,143036,median,1,zillow
1999-07-31,z_median_OneBR,144650,median,1,zillow
1999-08-31,z_median_OneBR,145235,median,1,zillow
1999-09-30,z_median_OneBR,145818,median,1,zillow
1999-10-31,z_median_OneBR,146357,median,1,zillow
1999-11-30,z_median_OneBR,148013,median,1,zillow
1999-12-31,z_median_OneBR,149732,median,1,zillow
2000-01-31,z_median_OneBR,151014,median,1,zillow
2000-02-29,z_median_OneBR,152880,median,1,zillow
2000-03-31,z_median_OneBR,154617,median,1,zillow
2000-04-30,z_median_OneBR,156246,median,1,zillow
2000-05-31,z_median_OneBR,158327,median,1,zillow
2000-06-30,z_median_OneBR,159226,median,1,zillow
2000-07-31,z_median_OneBR,161355,median,1,zillow
2000-08-31,z_median_OneBR,163708,median,1,zillow
2000-09-30,z_median_OneBR,164427,median,1,zillow
2000-10-31,z_median_OneBR,167018,median,1,zillow
2000-11-30,z_median_OneBR,169062,median,1,zillow
2000-12-31,z_median_OneBR,170998,median,1,zillow
2001-01-31,z_median_OneBR,172965,median,1,zillow
2001-02-28,z_median_OneBR,175337,median,1,zillow
2001-03-31,z_median_OneBR,176168,median,1,zillow
2001-04-30,z_median_OneBR,178554,median,1,zillow
2001-05-31,z_median_OneBR,180818,median,1,zillow
2001-06-30,z_median_OneBR,183032,median,1,zillow
2001-07-31,z_median_OneBR,185315,median,1,zillow
2001-08-31,z_median_OneBR,186769,median,1,zillow
2001-09-30,z_median_OneBR,187721,median,1,zillow
2001-10-31,z_median_OneBR,189385,median,1,zillow
2001-11-30,z_median_OneBR,189898,median,1,zillow
2001-12-31,z_median_OneBR,190251,median,1,zillow
2002-01-31,z_median_OneBR,190769,median,1,zillow
2002-02-28,z_median_OneBR,192991,median,1,zillow
2002-03-31,z_median_OneBR,195802,median,1,zillow
2002-04-30,z_median_OneBR,197758,median,1,zillow
2002-05-31,z_median_OneBR,200512,median,1,zillow
2002-06-30,z_median_OneBR,204281,median,1,zillow
2002-07-31,z_median_OneBR,208225,median,1,zillow
2002-08-31,z_median_OneBR,211934,median,1,zillow
2002-09-30,z_median_OneBR,215828,median,1,zillow
2002-10-31,z_median_OneBR,218137,median,1,zillow
2002-11-30,z_median_OneBR,221916,median,1,zillow
2002-12-31,z_median_OneBR,223330,median,1,zillow
2003-01-31,z_median_OneBR,227252,median,1,zillow
2003-02-28,z_median_OneBR,229923,median,1,zillow
2003-03-31,z_median_OneBR,231699,median,1,zillow
2003-04-30,z_median_OneBR,234729,median,1,zillow
2003-05-31,z_median_OneBR,238504,median,1,zillow
2003-06-30,z_median_OneBR,239937,median,1,zillow
2003-07-31,z_median_OneBR,242917,median,1,zillow
2003-08-31,z_median_OneBR,246711,median,1,zillow
2003-09-30,z_median_OneBR,251529,median,1,zillow
2003-10-31,z_median_OneBR,254436,median,1,zillow
2003-11-30,z_median_OneBR,261061,median,1,zillow
2003-12-31,z_median_OneBR,265360,median,1,zillow
2004-01-31,z_median_OneBR,269617,median,1,zillow
2004-02-29,z_median_OneBR,273738,median,1,zillow
2004-03-31,z_median_OneBR,277883,median,1,zillow
2004-04-30,z_median_OneBR,282827,median,1,zillow
2004-05-31,z_median_OneBR,288058,median,1,zillow
2004-06-30,z_median_OneBR,293668,median,1,zillow
2004-07-31,z_median_OneBR,300411,median,1,zillow
2004-08-31,z_median_OneBR,305006,median,1,zillow
2004-09-30,z_median_OneBR,307821,median,1,zillow
2004-10-31,z_median_OneBR,314166,median,1,zillow
2004-11-30,z_median_OneBR,317459,median,1,zillow
2004-12-31,z_median_OneBR,323638,median,1,zillow
2005-01-31,z_median_OneBR,327383,median,1,zillow
2005-02-28,z_median_OneBR,332360,median,1,zillow
2005-03-31,z_median_OneBR,336713,median,1,zillow
2005-04-30,z_median_OneBR,342024,median,1,zillow
2005-05-31,z_median_OneBR,347278,median,1,zillow
2005-06-30,z_median_OneBR,351264,median,1,zillow
2005-07-31,z_median_OneBR,357587,median,1,zillow
2005-08-31,z_median_OneBR,360587,median,1,zillow
2005-09-30,z_median_OneBR,366246,median,1,zillow
2005-10-31,z_median_OneBR,369729,median,1,zillow
2005-11-30,z_median_OneBR,374093,median,1,zillow
2005-12-31,z_median_OneBR,376270,median,1,zillow
2006-01-31,z_median_OneBR,379543,median,1,zillow
2006-02-28,z_median_OneBR,382648,median,1,zillow
2006-03-31,z_median_OneBR,385965,median,1,zillow
2006-04-30,z_median_OneBR,388554,median,1,zillow
2006-05-31,z_median_OneBR,391244,median,1,zillow
2006-06-30,z_median_OneBR,393231,median,1,zillow
2006-07-31,z_median_OneBR,394506,median,1,zillow
2006-08-31,z_median_OneBR,393873,median,1,zillow
2006-09-30,z_median_OneBR,390707,median,1,zillow
2006-10-31,z_median_OneBR,390633,median,1,zillow
2006-11-30,z_median_OneBR,390610,median,1,zillow
2006-12-31,z_median_OneBR,391382,median,1,zillow
2007-01-31,z_median_OneBR,391936,median,1,zillow
2007-02-28,z_median_OneBR,391340,median,1,zillow
2007-03-31,z_median_OneBR,388578,median,1,zillow
2007-04-30,z_median_OneBR,386749,median,1,zillow
2007-05-31,z_median_OneBR,386716,median,1,zillow
2007-06-30,z_median_OneBR,384196,median,1,zillow
2007-07-31,z_median_OneBR,384320,median,1,zillow
2007-08-31,z_median_OneBR,382838,median,1,zillow
2007-09-30,z_median_OneBR,378448,median,1,zillow
2007-10-31,z_median_OneBR,373811,median,1,zillow
2007-11-30,z_median_OneBR,369500,median,1,zillow
2007-12-31,z_median_OneBR,366084,median,1,zillow
2008-01-31,z_median_OneBR,362202,median,1,zillow
2008-02-29,z_median_OneBR,355473,median,1,zillow
2008-03-31,z_median_OneBR,347726,median,1,zillow
2008-04-30,z_median_OneBR,341760,median,1,zillow
2008-05-31,z_median_OneBR,333933,median,1,zillow
2008-06-30,z_median_OneBR,327959,median,1,zillow
2008-07-31,z_median_OneBR,323741,median,1,zillow
2008-08-31,z_median_OneBR,315221,median,1,zillow
2008-09-30,z_median_OneBR,311161,median,1,zillow
2008-10-31,z_median_OneBR,308279,median,1,zillow
2008-11-30,z_median_OneBR,305547,median,1,zillow
2008-12-31,z_median_OneBR,302437,median,1,zillow
2009-01-31,z_median_OneBR,297183,median,1,zillow
2009-02-28,z_median_OneBR,294240,median,1,zillow
2009-03-31,z_median_OneBR,292239,median,1,zillow
2009-04-30,z_median_OneBR,289440,median,1,zillow
2009-05-31,z_median_OneBR,286650,median,1,zillow
2009-06-30,z_median_OneBR,283663,median,1,zillow
2009-07-31,z_median_OneBR,281266,median,1,zillow
2009-08-31,z_median_OneBR,280366,median,1,zillow
2009-09-30,z_median_OneBR,279380,median,1,zillow
2009-10-31,z_median_OneBR,280866,median,1,zillow
2009-11-30,z_median_OneBR,281491,median,1,zillow
2009-12-31,z_median_OneBR,281633,median,1,zillow
2010-01-31,z_median_OneBR,281790,median,1,zillow
2010-02-28,z_median_OneBR,280730,median,1,zillow
2010-03-31,z_median_OneBR,280853,median,1,zillow
2010-04-30,z_median_OneBR,280810,median,1,zillow
2010-05-31,z_median_OneBR,280399,median,1,zillow
2010-06-30,z_median_OneBR,279609,median,1,zillow
2010-07-31,z_median_OneBR,277275,median,1,zillow
2010-08-31,z_median_OneBR,273555,median,1,zillow
2010-09-30,z_median_OneBR,271929,median,1,zillow
2010-10-31,z_median_OneBR,270013,median,1,zillow
2010-11-30,z_median_OneBR,267346,median,1,zillow
2010-12-31,z_median_OneBR,264708,median,1,zillow
2011-01-31,z_median_OneBR,261997,median,1,zillow
2011-02-28,z_median_OneBR,261371,median,1,zillow
2011-03-31,z_median_OneBR,259479,median,1,zillow
2011-04-30,z_median_OneBR,257758,median,1,zillow
2011-05-31,z_median_OneBR,255421,median,1,zillow
2011-06-30,z_median_OneBR,252709,median,1,zillow
2011-07-31,z_median_OneBR,251945,median,1,zillow
2011-08-31,z_median_OneBR,249987,median,1,zillow
2011-09-30,z_median_OneBR,248545,median,1,zillow
2011-10-31,z_median_OneBR,247781,median,1,zillow
2011-11-30,z_median_OneBR,246423,median,1,zillow
2011-12-31,z_median_OneBR,245425,median,1,zillow
2012-01-31,z_median_OneBR,242955,median,1,zillow
2012-02-29,z_median_OneBR,242524,median,1,zillow
2012-03-31,z_median_OneBR,241685,median,1,zillow
2012-04-30,z_median_OneBR,241509,median,1,zillow
2012-05-31,z_median_OneBR,241477,median,1,zillow
2012-06-30,z_median_OneBR,242690,median,1,zillow
2012-07-31,z_median_OneBR,245221,median,1,zillow
2012-08-31,z_median_OneBR,248121,median,1,zillow
2012-09-30,z_median_OneBR,249644,median,1,zillow
2012-10-31,z_median_OneBR,252777,median,1,zillow
2012-11-30,z_median_OneBR,254721,median,1,zillow
2012-12-31,z_median_OneBR,259035,median,1,zillow
2013-01-31,z_median_OneBR,263365,median,1,zillow
2013-02-28,z_median_OneBR,268621,median,1,zillow
2013-03-31,z_median_OneBR,273065,median,1,zillow
2013-04-30,z_median_OneBR,278909,median,1,zillow
2013-05-31,z_median_OneBR,284503,median,1,zillow
2013-06-30,z_median_OneBR,290841,median,1,zillow
2013-07-31,z_median_OneBR,293681,median,1,zillow
2013-08-31,z_median_OneBR,299008,median,1,zillow
2013-09-30,z_median_OneBR,303456,median,1,zillow
2013-10-31,z_median_OneBR,306877,median,1,zillow
2013-11-30,z_median_OneBR,309645,median,1,zillow
2013-12-31,z_median_OneBR,313874,median,1,zillow
2014-01-31,z_median_OneBR,316473,median,1,zillow
2014-02-28,z_median_OneBR,319702,median,1,zillow
2014-03-31,z_median_OneBR,323291,median,1,zillow
2014-04-30,z_median_OneBR,326262,median,1,zillow
2014-05-31,z_median_OneBR,328027,median,1,zillow
2014-06-30,z_median_OneBR,328763,median,1,zillow
2014-07-31,z_median_OneBR,329852,median,1,zillow
2014-08-31,z_median_OneBR,331029,median,1,zillow
2014-09-30,z_median_OneBR,333884,median,1,zillow
2014-10-31,z_median_OneBR,334718,median,1,zillow
2014-11-30,z_median_OneBR,336351,median,1,zillow
2014-12-31,z_median_OneBR,339627,median,1,zillow
2015-01-31,z_median_OneBR,342206,median,1,zillow
2015-02-28,z_median_OneBR,344291,median,1,zillow
2015-03-31,z_median_OneBR,347241,median,1,zillow
2015-04-30,z_median_OneBR,349328,median,1,zillow
2015-05-31,z_median_OneBR,353506,median,1,zillow
2015-06-30,z_median_OneBR,355713,median,1,zillow
2015-07-31,z_median_OneBR,357157,median,1,zillow
2015-08-31,z_median_OneBR,358038,median,1,zillow
2015-09-30,z_median_OneBR,359843,median,1,zillow
2015-10-31,z_median_OneBR,367150,median,1,zillow
2015-11-30,z_median_OneBR,369991,median,1,zillow
2015-12-31,z_median_OneBR,373819,median,1,zillow
2016-01-31,z_median_OneBR,374828,median,1,zillow
2016-02-29,z_median_OneBR,378168,median,1,zillow
2016-03-31,z_median_OneBR,379637,median,1,zillow
2016-04-30,z_median_OneBR,383436,median,1,zillow
2016-05-31,z_median_OneBR,386212,median,1,zillow
2016-06-30,z_median_OneBR,388116,median,1,zillow
2016-07-31,z_median_OneBR,390001,median,1,zillow
2016-08-31,z_median_OneBR,390669,median,1,zillow
2016-09-30,z_median_OneBR,390774,median,1,zillow
2016-10-31,z_median_OneBR,395329,median,1,zillow
2016-11-30,z_median_OneBR,397402,median,1,zillow
2016-12-31,z_median_OneBR,400963,median,1,zillow
2017-01-31,z_median_OneBR,401923,median,1,zillow
2017-02-28,z_median_OneBR,403224,median,1,zillow
2017-03-31,z_median_OneBR,404480,median,1,zillow
2017-04-30,z_median_OneBR,406580,median,1,zillow
2017-05-31,z_median_OneBR,411768,median,1,zillow
2017-06-30,z_median_OneBR,417565,median,1,zillow
2017-07-31,z_median_OneBR,420429,median,1,zillow
2017-08-31,z_median_OneBR,422579,median,1,zillow
2017-09-30,z_median_OneBR,426774,median,1,zillow
2017-10-31,z_median_OneBR,426973,median,1,zillow
2017-11-30,z_median_OneBR,432279,median,1,zillow
2017-12-31,z_median_OneBR,436895,median,1,zillow
2018-01-31,z_median_OneBR,440572,median,1,zillow
2018-02-28,z_median_OneBR,446282,median,1,zillow
2018-03-31,z_median_OneBR,449462,median,1,zillow
2018-04-30,z_median_OneBR,453026,median,1,zillow
2018-05-31,z_median_OneBR,455757,median,1,zillow
2018-06-30,z_median_OneBR,457690,median,1,zillow
2018-07-31,z_median_OneBR,461012,median,1,zillow
2018-08-31,z_median_OneBR,463421,median,1,zillow
2018-09-30,z_median_OneBR,464333,median,1,zillow
2018-10-31,z_median_OneBR,466114,median,1,zillow
2018-11-30,z_median_OneBR,466550,median,1,zillow
2018-12-31,z_median_OneBR,464586,median,1,zillow
2019-01-31,z_median_OneBR,464857,median,1,zillow
2019-02-28,z_median_OneBR,461902,median,1,zillow
2019-03-31,z_median_OneBR,459935,median,1,zillow
2019-04-30,z_median_OneBR,459114,median,1,zillow
2019-05-31,z_median_OneBR,461070,median,1,zillow
2019-06-30,z_median_OneBR,464024,median,1,zillow
2019-07-31,z_median_OneBR,462797,median,1,zillow
2019-08-31,z_median_OneBR,461449,median,1,zillow
2019-09-30,z_median_OneBR,461424,median,1,zillow
2019-10-31,z_median_OneBR,462366,median,1,zillow
2019-11-30,z_median_OneBR,462462,median,1,zillow
2019-12-31,z_median_OneBR,465206,median,1,zillow
2020-01-31,z_median_OneBR,468361,median,1,zillow
2020-02-29,z_median_OneBR,472867,median,1,zillow
2020-03-31,z_median_OneBR,474130,median,1,zillow
2020-04-30,z_median_OneBR,476383,median,1,zillow
2020-05-31,z_median_OneBR,474146,median,1,zillow
2020-06-30,z_median_OneBR,472943,median,1,zillow
2020-07-31,z_median_OneBR,475322,median,1,zillow
2020-08-31,z_median_OneBR,478685,median,1,zillow
2020-09-30,z_median_OneBR,482584,median,1,zillow
2020-10-31,z_median_OneBR,486718,median,1,zillow
2020-11-30,z_median_OneBR,490368,median,1,zillow
2020-12-31,z_median_OneBR,493525,median,1,zillow
1996-01-31,z_median_TwoBR,151923,median,2,zillow
1996-02-29,z_median_TwoBR,152268,median,2,zillow
1996-03-31,z_median_TwoBR,152178,median,2,zillow
1996-04-30,z_median_TwoBR,151813,median,2,zillow
1996-05-31,z_median_TwoBR,150196,median,2,zillow
1996-06-30,z_median_TwoBR,150541,median,2,zillow
1996-07-31,z_median_TwoBR,150915,median,2,zillow
1996-08-31,z_median_TwoBR,150459,median,2,zillow
1996-09-30,z_median_TwoBR,150242,median,2,zillow
1996-10-31,z_median_TwoBR,150581,median,2,zillow
1996-11-30,z_median_TwoBR,151199,median,2,zillow
1996-12-31,z_median_TwoBR,151908,median,2,zillow
1997-01-31,z_median_TwoBR,151335,median,2,zillow
1997-02-28,z_median_TwoBR,150991,median,2,zillow
1997-03-31,z_median_TwoBR,150531,median,2,zillow
1997-04-30,z_median_TwoBR,150758,median,2,zillow
1997-05-31,z_median_TwoBR,150908,median,2,zillow
1997-06-30,z_median_TwoBR,151552,median,2,zillow
1997-07-31,z_median_TwoBR,153600,median,2,zillow
1997-08-31,z_median_TwoBR,154205,median,2,zillow
1997-09-30,z_median_TwoBR,155808,median,2,zillow
1997-10-31,z_median_TwoBR,157005,median,2,zillow
1997-11-30,z_median_TwoBR,157521,median,2,zillow
1997-12-31,z_median_TwoBR,157808,median,2,zillow
1998-01-31,z_median_TwoBR,158716,median,2,zillow
1998-02-28,z_median_TwoBR,161474,median,2,zillow
1998-03-31,z_median_TwoBR,161592,median,2,zillow
1998-04-30,z_median_TwoBR,163002,median,2,zillow
1998-05-31,z_median_TwoBR,163495,median,2,zillow
1998-06-30,z_median_TwoBR,164490,median,2,zillow
1998-07-31,z_median_TwoBR,165662,median,2,zillow
1998-08-31,z_median_TwoBR,167598,median,2,zillow
1998-09-30,z_median_TwoBR,168847,median,2,zillow
1998-10-31,z_median_TwoBR,169314,median,2,zillow
1998-11-30,z_median_TwoBR,171039,median,2,zillow
1998-12-31,z_median_TwoBR,171985,median,2,zillow
1999-01-31,z_median_TwoBR,173163,median,2,zillow
1999-02-28,z_median_TwoBR,175021,median,2,zillow
1999-03-31,z_median_TwoBR,175823,median,2,zillow
1999-04-30,z_median_TwoBR,177225,median,2,zillow
1999-05-31,z_median_TwoBR,179780,median,2,zillow
1999-06-30,z_median_TwoBR,181157,median,2,zillow
1999-07-31,z_median_TwoBR,182212,median,2,zillow
1999-08-31,z_median_TwoBR,182839,median,2,zillow
1999-09-30,z_median_TwoBR,183799,median,2,zillow
1999-10-31,z_median_TwoBR,184248,median,2,zillow
1999-11-30,z_median_TwoBR,186881,median,2,zillow
1999-12-31,z_median_TwoBR,189420,median,2,zillow
2000-01-31,z_median_TwoBR,190985,median,2,zillow
2000-02-29,z_median_TwoBR,194170,median,2,zillow
2000-03-31,z_median_TwoBR,196205,median,2,zillow
2000-04-30,z_median_TwoBR,197469,median,2,zillow
2000-05-31,z_median_TwoBR,199239,median,2,zillow
2000-06-30,z_median_TwoBR,202331,median,2,zillow
2000-07-31,z_median_TwoBR,205229,median,2,zillow
2000-08-31,z_median_TwoBR,207185,median,2,zillow
2000-09-30,z_median_TwoBR,210782,median,2,zillow
2000-10-31,z_median_TwoBR,213185,median,2,zillow
2000-11-30,z_median_TwoBR,216668,median,2,zillow
2000-12-31,z_median_TwoBR,219271,median,2,zillow
2001-01-31,z_median_TwoBR,222403,median,2,zillow
2001-02-28,z_median_TwoBR,225625,median,2,zillow
2001-03-31,z_median_TwoBR,229172,median,2,zillow
2001-04-30,z_median_TwoBR,232149,median,2,zillow
2001-05-31,z_median_TwoBR,234107,median,2,zillow
2001-06-30,z_median_TwoBR,236801,median,2,zillow
2001-07-31,z_median_TwoBR,237954,median,2,zillow
2001-08-31,z_median_TwoBR,240302,median,2,zillow
2001-09-30,z_median_TwoBR,242649,median,2,zillow
2001-10-31,z_median_TwoBR,245150,median,2,zillow
2001-11-30,z_median_TwoBR,247173,median,2,zillow
2001-12-31,z_median_TwoBR,248172,median,2,zillow
2002-01-31,z_median_TwoBR,250389,median,2,zillow
2002-02-28,z_median_TwoBR,252318,median,2,zillow
2002-03-31,z_median_TwoBR,254179,median,2,zillow
2002-04-30,z_median_TwoBR,257196,median,2,zillow
2002-05-31,z_median_TwoBR,259763,median,2,zillow
2002-06-30,z_median_TwoBR,264430,median,2,zillow
2002-07-31,z_median_TwoBR,267560,median,2,zillow
2002-08-31,z_median_TwoBR,271575,median,2,zillow
2002-09-30,z_median_TwoBR,275984,median,2,zillow
2002-10-31,z_median_TwoBR,280310,median,2,zillow
2002-11-30,z_median_TwoBR,285353,median,2,zillow
2002-12-31,z_median_TwoBR,288887,median,2,zillow
2003-01-31,z_median_TwoBR,293617,median,2,zillow
2003-02-28,z_median_TwoBR,298005,median,2,zillow
2003-03-31,z_median_TwoBR,301891,median,2,zillow
2003-04-30,z_median_TwoBR,304665,median,2,zillow
2003-05-31,z_median_TwoBR,307113,median,2,zillow
2003-06-30,z_median_TwoBR,309600,median,2,zillow
2003-07-31,z_median_TwoBR,312029,median,2,zillow
2003-08-31,z_median_TwoBR,315010,median,2,zillow
2003-09-30,z_median_TwoBR,319961,median,2,zillow
2003-10-31,z_median_TwoBR,324919,median,2,zillow
2003-11-30,z_median_TwoBR,330804,median,2,zillow
2003-12-31,z_median_TwoBR,336674,median,2,zillow
2004-01-31,z_median_TwoBR,341882,median,2,zillow
2004-02-29,z_median_TwoBR,347836,median,2,zillow
2004-03-31,z_median_TwoBR,355381,median,2,zillow
2004-04-30,z_median_TwoBR,362590,median,2,zillow
2004-05-31,z_median_TwoBR,370467,median,2,zillow
2004-06-30,z_median_TwoBR,380800,median,2,zillow
2004-07-31,z_median_TwoBR,388273,median,2,zillow
2004-08-31,z_median_TwoBR,395505,median,2,zillow
2004-09-30,z_median_TwoBR,401617,median,2,zillow
2004-10-31,z_median_TwoBR,407397,median,2,zillow
2004-11-30,z_median_TwoBR,412662,median,2,zillow
2004-12-31,z_median_TwoBR,418818,median,2,zillow
2005-01-31,z_median_TwoBR,423553,median,2,zillow
2005-02-28,z_median_TwoBR,429969,median,2,zillow
2005-03-31,z_median_TwoBR,435483,median,2,zillow
2005-04-30,z_median_TwoBR,441107,median,2,zillow
2005-05-31,z_median_TwoBR,446743,median,2,zillow
2005-06-30,z_median_TwoBR,449444,median,2,zillow
2005-07-31,z_median_TwoBR,455847,median,2,zillow
2005-08-31,z_median_TwoBR,461119,median,2,zillow
2005-09-30,z_median_TwoBR,467342,median,2,zillow
2005-10-31,z_median_TwoBR,472872,median,2,zillow
2005-11-30,z_median_TwoBR,478414,median,2,zillow
2005-12-31,z_median_TwoBR,481691,median,2,zillow
2006-01-31,z_median_TwoBR,486091,median,2,zillow
2006-02-28,z_median_TwoBR,489685,median,2,zillow
2006-03-31,z_median_TwoBR,490876,median,2,zillow
2006-04-30,z_median_TwoBR,492460,median,2,zillow
2006-05-31,z_median_TwoBR,497268,median,2,zillow
2006-06-30,z_median_TwoBR,499583,median,2,zillow
2006-07-31,z_median_TwoBR,501354,median,2,zillow
2006-08-31,z_median_TwoBR,501114,median,2,zillow
2006-09-30,z_median_TwoBR,498806,median,2,zillow
2006-10-31,z_median_TwoBR,498093,median,2,zillow
2006-11-30,z_median_TwoBR,498165,median,2,zillow
2006-12-31,z_median_TwoBR,494288,median,2,zillow
2007-01-31,z_median_TwoBR,493372,median,2,zillow
2007-02-28,z_median_TwoBR,491607,median,2,zillow
2007-03-31,z_median_TwoBR,491684,median,2,zillow
2007-04-30,z_median_TwoBR,490223,median,2,zillow
2007-05-31,z_median_TwoBR,488777,median,2,zillow
2007-06-30,z_median_TwoBR,487066,median,2,zillow
2007-07-31,z_median_TwoBR,484375,median,2,zillow
2007-08-31,z_median_TwoBR,481451,median,2,zillow
2007-09-30,z_median_TwoBR,475388,median,2,zillow
2007-10-31,z_median_TwoBR,469470,median,2,zillow
2007-11-30,z_median_TwoBR,465068,median,2,zillow
2007-12-31,z_median_TwoBR,459999,median,2,zillow
2008-01-31,z_median_TwoBR,453842,median,2,zillow
2008-02-29,z_median_TwoBR,444531,median,2,zillow
2008-03-31,z_median_TwoBR,435825,median,2,zillow
2008-04-30,z_median_TwoBR,427007,median,2,zillow
2008-05-31,z_median_TwoBR,419465,median,2,zillow
2008-06-30,z_median_TwoBR,409777,median,2,zillow
2008-07-31,z_median_TwoBR,404710,median,2,zillow
2008-08-31,z_median_TwoBR,398046,median,2,zillow
2008-09-30,z_median_TwoBR,392937,median,2,zillow
2008-10-31,z_median_TwoBR,387685,median,2,zillow
2008-11-30,z_median_TwoBR,380489,median,2,zillow
2008-12-31,z_median_TwoBR,371396,median,2,zillow
2009-01-31,z_median_TwoBR,365663,median,2,zillow
2009-02-28,z_median_TwoBR,365083,median,2,zillow
2009-03-31,z_median_TwoBR,364523,median,2,zillow
2009-04-30,z_median_TwoBR,360954,median,2,zillow
2009-05-31,z_median_TwoBR,357744,median,2,zillow
2009-06-30,z_median_TwoBR,356035,median,2,zillow
2009-07-31,z_median_TwoBR,355812,median,2,zillow
2009-08-31,z_median_TwoBR,355884,median,2,zillow
2009-09-30,z_median_TwoBR,354449,median,2,zillow
2009-10-31,z_median_TwoBR,353944,median,2,zillow
2009-11-30,z_median_TwoBR,355805,median,2,zillow
2009-12-31,z_median_TwoBR,359693,median,2,zillow
2010-01-31,z_median_TwoBR,360098,median,2,zillow
2010-02-28,z_median_TwoBR,358954,median,2,zillow
2010-03-31,z_median_TwoBR,359383,median,2,zillow
2010-04-30,z_median_TwoBR,359510,median,2,zillow
2010-05-31,z_median_TwoBR,362987,median,2,zillow
2010-06-30,z_median_TwoBR,362664,median,2,zillow
2010-07-31,z_median_TwoBR,359712,median,2,zillow
2010-08-31,z_median_TwoBR,354242,median,2,zillow
2010-09-30,z_median_TwoBR,352422,median,2,zillow
2010-10-31,z_median_TwoBR,350677,median,2,zillow
2010-11-30,z_median_TwoBR,348165,median,2,zillow
2010-12-31,z_median_TwoBR,345730,median,2,zillow
2011-01-31,z_median_TwoBR,342126,median,2,zillow
2011-02-28,z_median_TwoBR,341145,median,2,zillow
2011-03-31,z_median_TwoBR,338172,median,2,zillow
2011-04-30,z_median_TwoBR,335782,median,2,zillow
2011-05-31,z_median_TwoBR,332259,median,2,zillow
2011-06-30,z_median_TwoBR,330595,median,2,zillow
2011-07-31,z_median_TwoBR,331037,median,2,zillow
2011-08-31,z_median_TwoBR,326465,median,2,zillow
2011-09-30,z_median_TwoBR,322808,median,2,zillow
2011-10-31,z_median_TwoBR,319541,median,2,zillow
2011-11-30,z_median_TwoBR,318495,median,2,zillow
2011-12-31,z_median_TwoBR,316894,median,2,zillow
2012-01-31,z_median_TwoBR,315350,median,2,zillow
2012-02-29,z_median_TwoBR,313338,median,2,zillow
2012-03-31,z_median_TwoBR,311376,median,2,zillow
2012-04-30,z_median_TwoBR,313264,median,2,zillow
2012-05-31,z_median_TwoBR,316582,median,2,zillow
2012-06-30,z_median_TwoBR,320361,median,2,zillow
2012-07-31,z_median_TwoBR,321409,median,2,zillow
2012-08-31,z_median_TwoBR,321962,median,2,zillow
2012-09-30,z_median_TwoBR,324771,median,2,zillow
2012-10-31,z_median_TwoBR,329410,median,2,zillow
2012-11-30,z_median_TwoBR,331501,median,2,zillow
2012-12-31,z_median_TwoBR,338584,median,2,zillow
2013-01-31,z_median_TwoBR,344518,median,2,zillow
2013-02-28,z_median_TwoBR,352344,median,2,zillow
2013-03-31,z_median_TwoBR,359074,median,2,zillow
2013-04-30,z_median_TwoBR,368600,median,2,zillow
2013-05-31,z_median_TwoBR,374312,median,2,zillow
